name,organisation,country,url,url_api,description,location,has_issue,issue_type,code_en
Ebola Open Data,Ebola Open Data,Ghana,http://ebolaopendata.nga.opendata.arcgis.com,,Arcgis OpenData Portal,"10.2111270685, -0.4833984375",,,Ghana - Ebola Open Data
Economics And Statistics Office,Cayman Islands,Cayman Islands,http://eso.ky,,,"19.3333, -81.4",,,Cayman Islands - Economics And Statistics Office
ECOWREX-ECOWAS,ECREEE,Cabo Verde,http://www.ecowrex.org/,,"ECREEE, The ECOWAS Centre for Renewable Energy and Energy Efficiency. Energy statistics and Geospatial data for West Africa (ECOWAS Region) on: Energy, Renewable Energy and Energy Efficiency, Renewable Energy Resources, Energy Infrastructures","14.93152, -23.51254",,,Cabo Verde - ECOWREX-ECOWAS
ECWRPC,ECWRPC,United States,http://data.ecwrpc.opendata.arcgis.com,,Arcgis OpenData Portal,"44.2292226011, -88.6930478516",,,United States - ECWRPC
Ed Services Open Data,Ed Services Open Data,United States,http://opendatabeta.esri-ed-demo-sa.opendata.arcgis.com,,Arcgis OpenData Portal,"45.5233698626, -122.676",,,United States - Ed Services Open Data
Edinburgh,Edinburgh,United Kingdom,http://edinburghopendata.info/,,,"55.9410456, -3.2755947",,,United Kingdom - Edinburgh
"Edmonton, Alberta",City Of Edmonton,Canada,http://data.edmonton.ca/,,Uses Socrata. You may consult a [list of datasets to be released](https://docs.google.com/spreadsheet/ccc?key=0ApBkb2qCoC6MdGx6M0RkN256Qnh4Qjh6MWE4QmdDUGc#gid=0) or [contact the office of the CIO](mailto:opendata@edmonton.ca). Adapted the [Vancouver license](http://www.edmonton.ca/city_government/initiatives_innovation/open-data-terms-of-use.aspx).,"53.550135939, -113.468712219",,,"Canada - Edmonton, Alberta"
Edo State Government Open Data,Edo State,Nigeria,http://data.edostate.gov.ng/,,"This is the official data repository for Edo State Government. It provides an easy way to find, access and reuse public datasets from the State Government, international organizations and non-state actors.","6.3209182, 5.6190401",,,Nigeria - Edo State Government Open Data
Education Policy And Data Center,International Organizations,United States,http://epdc.org,,,"38.8951, -77.0367",,,United States - Education Policy And Data Center
Eduinnfo,United Kingdom,United Kingdom,http://eduinfo.co.uk/,,,"51.5072, -0.1275",,,United Kingdom - Eduinnfo
Egypt Survey Authority,Egypt,Egypt,http://www.esa.gov.eg/eng/ESA_main_eng.aspx,,,"26.0, 30.0",,,Egypt - Egypt Survey Authority
Egytian Government Open Data,Egypt,Egypt,http://egypt.gov.eg/english/general/open_gov_data_initiative.aspx,,,"26.0, 30.0",,,Egypt - Egytian Government Open Data
Eindhoven Data,Eindhoven,Netherlands,http://data.eindhoven.nl,,,"51.4333, 5.4833",,,Netherlands - Eindhoven Data
EISTAJ'ssite,EISTAJ'ssite,United States,http://data.aj-eist.opendata.arcgis.com,,Arcgis OpenData Portal,"34.0340415862, -117.043",,,United States - EISTAJ'ssite
El Prat de Llobregat,El Prat de Llobregat,Spain,http://opendata.elprat.cat/elprat/en,,Portal de dades obertes de l'Ajuntament del Prat de Llobregat,"41.3307412, 2.0909674",,,Spain - El Prat de Llobregat
Emergency Services Telecommunications Authority,Emergency Services Telecommunications Authority,Australia,http://data.esta000.opendata.arcgis.com,,Arcgis OpenData Portal,"-36.3402340422, 144.811105337",,,Australia - Emergency Services Telecommunications Authority
Emilia-romaga Region Open Data,Italy,Italy,http://dati.emilia-romagna.it/,,,"44.5106, 10.9569",,,Italy - Emilia-romaga Region Open Data
Encuesta Nacional De Hogares De Propósitos Múltiples,Dominican Republic,Dominican Republic,http://one.gov.do,,,"19.0, -70.6667",,,Dominican Republic - Encuesta Nacional De Hogares De Propósitos Múltiples
Enel Power Company Finacial/sustanability Data,Italy,Italy,http://data.enel.com,,,"41.9, 12.4833",,,Italy - Enel Power Company Finacial/sustanability Data
Energía Abierta,Comisión Nacional de Energía,Chile,http://energiaabierta.cl,,Energy,"-33.4724728, -70.9100195",,,Chile - Energía Abierta
Energy and Economics Data Portal,KAPSARC,Saudi Arabia,https://datasource.kapsarc.org/,,"Crude Oil & Refined Products, Natural Gas, Coal, Renewable & Alternative Fuels Nuclear, Oil & Gas, Electricity, Coal, Nuclear, Transportation, Industry, Residential, Agriculture Electricity, Environment, Economy, Demography, Trade, Water and Policies","24.8775065, 46.7163028",,,Saudi Arabia - Energy and Economics Data Portal
Energy Information Agency,United States,United States,http://eia.gov/environment/data.cfm,,,"38.8951, -77.0367",,,United States - Energy Information Agency
Engage European Open Data,European Union,European Union,http://www.engagedata.eu/opendatasites,,,"50.85, 4.35",,,European Union - Engage European Open Data
Enschede Open Data Catalogue,Gemeente Enschede (municipality Of Enschede),Netherlands,http://opendata.enschede.nl,,"The open data publishing platform for the city of Enschede. Comes with various data formats.

Built with the Ariadne CMS (php based), on top of PostgresSQL to deliver the data.","52.218333, 6.895833",,,Netherlands - Enschede Open Data Catalogue
Environment Agency Austria Open Data,Austria,Austria,http://umweltbundesamt.at/opendata/,,,"48.2, 16.35",,,Austria - Environment Agency Austria Open Data
Environment Codes Repository (Registry),Environment Agency,United Kingdom,https://environment.data.gov.uk/registry,,"environment, codes, standards","51.495632, -0.126446",,,United Kingdom - Environment Codes Repository (Registry)
environment.data.gov.uk,Environment Agency,United Kingdom,http://environment.data.gov.uk,,"Environment, flooding, water, business, waste","51.45176, -2.602816",,,United Kingdom - environment.data.gov.uk
EPS_ Peru,EPS_ Peru,Peru,http://epsperu.mitelematica.opendata.arcgis.com,,Arcgis OpenData Portal,"-9.31471742593, -74.9904999994",,,Peru - EPS_ Peru
ERDF Open Data,ERDF,France,https://data.erdf.fr/page/accueil/,,,"48.85341, 2.3488",,,France - ERDF Open Data
"Erie County,PA","Erie County,PA",United States,http://data.ourcountyb.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,"United States - Erie County,PA"
Esri,Esri,United States,http://data.johntestingtrial.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Esri
Esri Australia Local Government,Esri Australia Local Government,Australia,http://data.esriau-localgovt.opendata.arcgis.com,,Arcgis OpenData Portal,"-26.3015198555, 133.671",TRUE,,Australia - Esri Australia Local Government
ESRI Bulgaria,ESRI Bulgaria,Bulgaria,http://data3.esribulgaria.opendata.arcgis.com,,Arcgis OpenData Portal,"42.7440669039, 25.4834349294",FALSE,,Bulgaria - ESRI Bulgaria
Esri Canada National Capital Region-Open Data,Esri Canada National Capital Region-Open Data,Canada,http://data.esrica-ncr.opendata.arcgis.com,,Arcgis OpenData Portal,"54.6078811288, -92.5",,,Canada - Esri Canada National Capital Region-Open Data
ESRI Chile,ESRI Chile,Chile,http://2014.esrichile.opendata.arcgis.com,,Arcgis OpenData Portal,"-33.4488897, -70.6692655",TRUE,,Chile - ESRI Chile
Esri Deutschland Open Data Portal(HTML Version),Esri Deutschland Open Data Portal(HTML Version),Germany,http://opendata.esri-de.opendata.arcgis.com,,Arcgis OpenData Portal,"52.5243681651, 13.4105300903",FALSE,,Germany - Esri Deutschland Open Data Portal(HTML Version)
Esri Dubai Office,Esri Dubai Office,Saudi Arabia,http://esridubaioffice.esridubaioffice.opendata.arcgis.com,,Arcgis OpenData Portal,"26.4383526527, 49.931",,,Saudi Arabia - Esri Dubai Office
Esri EA,Esri EA,Kenya,http://esrieats.gspace.opendata.arcgis.com,,Arcgis OpenData Portal,"0.38445009276, 38.3429909954",,,Kenya - Esri EA
Esri EANatural Resources,Esri EANatural Resources,Kenya,http://data.esrieanatres.opendata.arcgis.com,,Arcgis OpenData Portal,"0.392403506325, 37.9007437955",,,Kenya - Esri EANatural Resources
Esri EASolutions,Esri EASolutions,Kenya,http://vegetation.esrieasolutions.opendata.arcgis.com,,Arcgis OpenData Portal,"0.392403506326, 37.9007437955",,,Kenya - Esri EASolutions
Esri EASolutions Open Data,Esri EASolutions Open Data,Ethiopia,http://easternafricacapitals.esrieasolutions.opendata.arcgis.com,,Arcgis OpenData Portal,"6.79245556437, 37.5491812955",,,Ethiopia - Esri EASolutions Open Data
Esri Federal Health Open Data,Esri Federal Health Open Data,United States,http://esrifederal.health.opendata.arcgis.com,,Arcgis OpenData Portal,"39.8398623913, -98.349",,,United States - Esri Federal Health Open Data
Esri Geoportal Server Open Source,"Esri, Inc.",United States,http://gptogc.esri.com/geoportal,,Free sample catalog built using the open source Esri Geoportal Server ([This link](http://esriurl.com/geoportalserver)).,"34.0527791, -117.1857895",,,United States - Esri Geoportal Server Open Source
Esri National Government Open Data,Esri National Government Open Data,United States,http://open.esrifederal.opendata.arcgis.com,,Arcgis OpenData Portal,"37.2959055041, -96.240234375",FALSE,,United States - Esri National Government Open Data
Esri Nederland,Esri Nederland,Netherlands,http://data.jraemaekers.opendata.arcgis.com,,Arcgis OpenData Portal,"52.1747534173, 5.29302636763",,,Netherlands - Esri Nederland
Esri Nederland Opleidingen Open Data Demo,Esri Nederland Opleidingen Open Data Demo,Netherlands,http://www.opendatademo.com,,Arcgis OpenData Portal,"52.2052764033, 5.2735",,,Netherlands - Esri Nederland Opleidingen Open Data Demo
Esri Nederland-Arc GIS Open Data Demonstratie,Esri Nederland-Arc GIS Open Data Demonstratie,Netherlands,http://opendata.esrinl-content.opendata.arcgis.com,,Arcgis OpenData Portal,"52.1745710976, 5.293",,,Netherlands - Esri Nederland-Arc GIS Open Data Demonstratie
Esri Open Data(Beta),Esri Open Data(Beta),United States,http://beta.esri.opendata.arcgis.com,,Arcgis OpenData Portal,"39.2324805163, -95.0975",,,United States - Esri Open Data(Beta)
Esri Open Health Data Demonstration,Esri Open Health Data Demonstration,United States,http://modelhealthorg.healthgis.opendata.arcgis.com,,Arcgis OpenData Portal,"33.7676402841, -80.681",FALSE,,United States - Esri Open Health Data Demonstration
Esri Philadelphia Regional Organization,Esri Philadelphia Regional Organization,United States,http://data.epro.opendata.arcgis.com,,Arcgis OpenData Portal,"39.4072122516, -77.48655",,,United States - Esri Philadelphia Regional Organization
Esri Portland R&D Center Open Data,Esri Portland R&D Center Open Data,United States,http://opendata.esri23.opendata.arcgis.com,,Arcgis OpenData Portal,"45.5436105702, -122.6545",,,United States - Esri Portland R&D Center Open Data
Esri Press-Official Book Site,Esri Press-Official Book Site,Mali,http://data.esripressbooks.opendata.arcgis.com,,Arcgis OpenData Portal,"20.1515287162, -4.16673261688",,,Mali - Esri Press-Official Book Site
Esri SDI Team Open Data Site,Esri SDI Team Open Data Site,United States,http://beta.sdi.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Esri SDI Team Open Data Site
Esri Spain Open Data,Esri Spain,Spain,http://opendata.esri.es/,,All kind of data,"40.43242, -3.6297301",,,Spain - Esri Spain Open Data
Esri Story Maps-Open Data-Copy,Esri Story Maps-Open Data-Copy,United States,http://data.story.opendata.arcgis.com,,Arcgis OpenData Portal,"39.3201312506, -96.50390625",,,United States - Esri Story Maps-Open Data-Copy
ESRI Support Services,ESRI Support Services,United States,http://data4.ess.opendata.arcgis.com,,Arcgis OpenData Portal,"36.325823514, -91.5304999999",TRUE,,United States - ESRI Support Services
ESRI Support Services,ESRI Support Services,United States,http://data3.ess.opendata.arcgis.com,,Arcgis OpenData Portal,"38.7599944701, -94.5",,,United States - ESRI Support Services
Esri Support Services Isolated Org,Esri Support Services Isolated Org,United Kingdom,http://data5.ess-ioo.opendata.arcgis.com,,Arcgis OpenData Portal,"55.006165278, -2.9108",,,United Kingdom - Esri Support Services Isolated Org
